call_id,customer_id,phone_number,tower_id,call_type,call_duration_seconds,data_usage_mb,signal_strength_dbm,call_timestamp,call_success,revenue_naira,network_type,roaming
b54c2bbe-572a-437e-b088-a1f758538b01,CU000041,7012762187,TW0031,Data,,179.27,-46,18/05/2024 00:03,N,877.15,5G,1
43c476aa-403f-4bc4-a2f6-26765654814d,CU001374,8082363716,TW0096,Data,1333,4247.62,-54,31/03/2024 15:21,FALSE,603,3G,Yes
81ff9703-6823-41d5-ae20-5e729ed27d15,CU000573,7043791487,TW0113,Data,1532,865.43,-113,05/06/2024 05:47,0,664.55,5G,No
21a4db91-a9ae-4b6b-a8f4-f1bab292a616,CU000594,8069546989,TW0046,voice,4238,4826.56,-91,18/01/2024 14:41,0,62.4,3g,No
3a092b6d-9940-4308-8bae-c9455010a6a1,CU000883,7086653251,TW0131,voice,2457,,-41,30/05/2024 15:48,No,999.47,2G,Yes
a1d01761-5203-4c8b-9380-2023ceb11d60,,9066053211,TW0080,Voice,4292,997.1,-68,30/01/2024 11:23,FALSE,43.37,4G,1
c30b1758-9b17-4970-a1e0-4ae983ecaa89,CU001241,774115736,TW0134,voice,855,2774.05,-112,04/05/2024 13:32,FALSE,356.12,5G,FALSE
381dc61b-e353-49fe-9be0-084c3e24c084,,80212048,TW0016,SMS,566,2018.9,-59,16/04/2024 23:49,Yes,710.32,2G,1
3911fc4d-8628-48fe-9962-04124d335033,CU001447,8099074865,TW0064,Voice,6682,3908.39,-63,03/04/2024 19:36,TRUE,324.63,3g,Yes
5d0f7732-4923-4370-b399-005ff4e9d29b,CU000162,8164246889,TW0021,Voice,5292,4202.16,-112,19/01/2024 06:22,No,300.91,4G,Yes
1b2b6da6-7db7-4d0b-ac59-d0d2612e2f34,CU000195,7027674976,TW0028,Voice,2394,17.81,,07/05/2024 13:16,N,109.57,4g,0
8f01c395-0a2d-4f1f-a3dc-8dd83fbea1b4,CU001123,None,TW0070,SMS,1552,4388.42,-91,06/06/2024 17:54,No,666.44,4g,Yes
6adf67ae-e691-435b-9b68-4ab02546031e,CU000909,8010392185,TW0046,sms,3103,648.14,-114,18/04/2024 08:57,No,888.84,2G,0
a5fe10bd-f3ce-4d9c-b0ce-f1da53a1ce69,CU001313,8091687493,INVALID_TW9450,data,6001,,-96,04/01/2024 08:10,N,875.38,4G,Yes
b6108df6-dbed-4d07-9ec0-c96dc47e556e,CU001410,80832956,TW0062,data,6989,4888.17,-67,13/05/2024 10:54,0,336.65,3G,FALSE
f80ea641-6d63-4e5c-a9b5-430bb199008f,CU000016,80219408,TW0102,voice,4242,4371.68,-59,03/01/2024 02:54,1,978.88,2G,TRUE
90fc2067-69ec-4eff-b31f-f44c026f8ccb,CU000576,9039999410,INVALID_TW9153,Data,386,3389.48,-39,23/02/2024 10:42,Y,239.88,3G,No
4d2082c6-bd95-4aa1-a04f-52ffb19afaf0,CU000694,9056014920,TW0049,SMS,5986,1520.98,-47,02/05/2024 10:46,0,696.26,4g,No
d9662a97-7edc-4263-b928-32beab4e61f9,CU000320,8039618379,TW0081,sms,726,2718.13,-107,11/04/2024 08:46,Y,510.65,4G,1
21c9812e-bf65-4b07-9991-ecdf10f3eef5,CU000531,80868069,TW0092,Voice,932,3372.89,-116,19/04/2024 21:40,Yes,976.12,2G,No
00c19965-dcdf-4b89-9696-e0e8ae104dce,CU000509,80339793,TW0026,data,2995,4107.68,-82,19/06/2024 06:54,Yes,486.94,2G,Yes
e87d7c82-321b-4e75-8ba5-fc82a3d46f9e,CU000887,8037441289,TW0094,voice,2237,2740.89,-82,07/03/2024 18:09,1,847.71,2G,Yes
a661c609-5f6e-417e-af7d-b943e4f6e3d8,CU000694,9022163579,TW0122,data,5388,238.46,-110,21/01/2024 14:33,N,199.41,2G,No
a759652f-8302-4548-802e-e99b8b702597,CU000519,776038426,TW0025,Voice,939,4925.83,-43,07/05/2024 17:43,Yes,952.36,2G,Yes
30803831-0f54-4727-813a-7cdb5b5bed70,CU001200,9038013238,TW0017,Data,5880,3007.88,-36,01/02/2024 09:22,1,834.67,4g,0
12b12bee-e99e-4b23-bac4-ce00f1a2d4f2,CU000448,9067100484,TW0129,Voice,,247.27,-63,23/06/2024 05:16,TRUE,834.13,2G,FALSE
57b77845-7cc9-48dd-ae20-23178b7c086a,,7056978702,TW0146,Voice,1463,4359.45,-78,14/01/2024 18:22,N,598.77,3G,Yes
29438fb5-b84f-4a05-b9d4-37dcbeb88c17,CU000307,80767081,INVALID_TW9854,data,,4261.31,-56,12/03/2024 16:44,Yes,75.86,3G,TRUE
f7c207ad-8f41-4d00-bdde-0a1ce05f3c97,CU001234,7021757615,TW0098,SMS,1673,211.74,-61,06/02/2024 16:50,N,57.78,4G,No
9c0f049d-0250-4b53-bf12-0d3790fdcf31,CU001039,7055700372,TW0042,sms,6003,1511.76,-115,14/01/2024 16:55,No,404.93,2G,TRUE
94dd43b7-96d1-4ac8-a1eb-ae4193ab8c8e,CU000848,9035915917,TW0087,SMS,,3016.73,-103,19/03/2024 19:36,0,125.89,3g,TRUE
4db8a9e3-724b-47c8-ad6a-507942153f83,CU001296,2.34804E+12,TW0102,data,3591,,,18/02/2024 13:20,TRUE,456.11,5G,TRUE
b67c1b9f-a336-4fd5-ab54-7a41d6f0dff9,CU000620,8188953202,INVALID_TW9856,SMS,2601,1105.42,-94,10/04/2024 04:56,0,861.04,4G,FALSE
21c7390c-56b7-4887-82d1-f8d4c218c0d4,,7058760381,TW0147,SMS,2475,2229.88,-93,07/05/2024 23:13,N,629.8,3g,0
8ddf4497-35df-47db-8879-6ecec4f793cf,,9099579175,INVALID_TW9183,Data,5087,773.85,150,23/02/2024 01:59,N,705.9,4g,0
d12b80dd-8188-4df3-8636-a32b34222f75,CU001103,8138651833,TW0058,Voice,7152,,,02/03/2024 21:13,0,830.6,5G,0
426424bc-1ddb-4cee-bd56-d9f54ba2399d,CU000829,774296040,TW0051,data,5893,1419.28,-111,04/06/2024 20:04,Y,699.46,4g,1
0cca47fe-b92b-4d91-916b-e2c4eb59a319,CU000484,7046544568,TW0149,Voice,,2522.96,-77,22/06/2024 17:38,FALSE,918.55,5G,FALSE
c5b9832e-b996-44eb-82e3-990521fb2739,CU001378,2.34813E+12,TW0037,sms,4077,3701.86,-116,24/01/2024 08:16,No,248.15,4G,FALSE
89f59c05-4191-4f42-9ddb-4bde5d418170,CU001027,7047118313,,Voice,2153,2497.09,-46,03/02/2024 02:00,0,738.95,5G,1
4ec39366-5afa-409b-8f89-f5b2a3fd0f01,CU000186,8175586361,TW0062,voice,6123,4915.44,-76,12/01/2024 09:57,N,793.28,5G,No
3ea49a75-21dc-46be-84df-e1c54ee016fe,CU000961,774896669,TW0107,voice,5191,3509.59,-67,02/02/2024 01:05,Yes,63.36,3g,TRUE
aa66489f-09ed-4c92-930a-0dfa59a7daff,CU001302,9065033046,TW0089,sms,387,483.4,-49,11/02/2024 13:01,No,274.3,4g,TRUE
25927f22-f28d-4305-96af-42fc85a4205f,CU001202,7086145958,INVALID_TW9307,sms,5391,2373.63,-87,02/02/2024 10:59,Y,224.35,3G,0
ba8b6625-42de-434f-a423-b5ced620b258,CU001391,9054234609,,SMS,4521,4308.5,-111,16/01/2024 10:51,TRUE,436.64,5G,Yes
5c8988f1-c89a-4898-8b22-35df6aa7427b,CU000110,9025841038,TW0095,Data,7031,2654.03,-70,10/01/2024 03:45,1,840.63,4G,0
68ad3130-7f11-4d6e-8f2a-d3c3d29f00d3,CU001482,9033557958,TW0108,Voice,1888,4083.24,-115,19/06/2024 11:15,TRUE,854.63,5G,FALSE
6968fdb5-d644-4e61-b9f3-8f88d353a819,CU001222,8162201556,,sms,2260,4825.49,-88,02/03/2024 11:21,No,867.58,2G,FALSE
7e0b5ebe-39e6-439b-85f2-d03d150c6032,INVALID_CU924902,9063263052,INVALID_TW9544,SMS,2433,4768.16,-47,27/06/2024 02:34,No,878.45,4g,TRUE
7c9adf59-a470-4991-ae5c-827b0e39431b,CU001496,8188541478,,data,5971,4522.91,-85,05/01/2024 00:35,0,775.43,5G,FALSE
19eaaa23-4211-406d-8240-90013a42dbdf,CU000359,8048164274,TW0145,sms,2944,3805.89,-61,23/03/2024 05:16,TRUE,32.91,4G,1
14e408ab-061c-48a2-aa3a-93c10ac7e29f,CU000172,9031589684,TW0086,data,2815,225.56,-60,09/03/2024 04:58,No,81.07,4g,0
9addd67c-98a8-4554-9da6-994942d76998,CU000227,8177642531,TW0112,Data,4795,2662.4,-111,09/04/2024 15:41,Y,612.12,3g,FALSE
73548c1f-7b62-495d-be8f-d79ca27a65e7,INVALID_CU948326,9051384885,TW0039,Voice,6846,1834.15,-120,05/03/2024 03:23,1,690.64,4g,No
2e1f3e74-ac84-42a1-8f96-0b4ce8f8304f,CU000423,8091389216,TW0127,SMS,2155,,-91,06/01/2024 00:31,No,974.34,5G,1
d485c47d-277b-48e6-9022-6ae3ef6d67bc,CU000517,7047182444,TW0107,voice,6057,1439.67,,24/02/2024 16:09,0,554.6,4g,0
b3892c76-43f9-41ef-8834-c63ec5bf0c38,CU000937,7021757615,TW0101,Voice,4761,3420.66,-117,05/05/2024 04:34,Y,814.75,5G,FALSE
34e1412a-ceb1-43ba-bf00-760e1ee93d1c,CU000108,9034578366,TW0140,SMS,7096,2626.37,,03/05/2024 12:22,No,617.09,4G,Yes
3745b055-3ac5-4c82-b69f-b1d562966e4f,CU000508,9022342454,TW0061,data,4159,1771.33,-52,07/01/2024 15:40,Yes,903.53,2G,1
aa4a1e4e-275d-48f4-a1e2-b088098f281c,CU001094,8167781322,TW0128,data,5253,4736.12,-95,06/02/2024 11:16,0,796.35,3G,No
b0e1b52a-b219-4984-8a38-cbfa2ebfbec0,CU001413,9066127619,TW0083,Voice,2382,598.32,-38,31/03/2024 04:48,0,619.03,5G,No
277d5ee9-8b1f-4bf9-89e6-70a94bde46cb,CU001309,7048215015,TW0094,Data,4861,99638,-97,24/04/2024 04:23,N,429.43,3G,FALSE
fe8e5dba-d481-4a31-b861-2a6f16cada3e,,8099575199,TW0060,Data,1889,903.81,-89,14/01/2024 17:59,Y,216.95,3G,TRUE
353a0f43-a1d5-4e3b-af0c-f208ffe5f186,CU001019,9022342454,,SMS,2164,3015.96,-58,28/02/2024 18:29,Yes,780.51,4g,FALSE
7320b5d7-749c-43f6-8aea-450e33da4e38,CU001256,8079930055,TW0053,voice,5637,2377.26,-95,03/04/2024 04:45,Y,133.53,5G,No
5072291e-3884-4d0d-b44e-4c460e4ab253,CU001317,9063631966,TW0138,SMS,3354,307.56,-112,29/05/2024 14:22,Yes,811.34,4G,Yes
2564ae42-b0aa-4801-bd5f-ec9341808a2c,CU000700,8186715036,TW0007,SMS,1833,2212.11,-45,26/04/2024 21:57,Y,220.78,2G,No
ac90ae8e-7b5b-4512-9630-8a2d51edcd56,CU000443,7056254488,TW0045,sms,6748,2908.97,-56,05/05/2024 17:57,FALSE,741.8,3G,No
ea966312-f986-4809-b3e2-3246b57399f8,CU000451,7018893152,TW0135,sms,5506,239.35,,08/06/2024 09:28,Yes,456.63,3g,1
abded6d3-8d15-45a0-8f0b-8d598301c60d,CU001334,80291252,TW0103,voice,7004,770.9,-42,11/01/2024 13:46,N,452.93,5G,FALSE
b04ef2a1-3a52-40b1-9144-b5c4cd033f0b,CU000489,9036198527,TW0096,sms,151,2264.14,,03/01/2024 02:29,1,793.83,3g,FALSE
b04ef2a1-3a52-40b1-9144-b5c4cd033f0b,CU000489,9036198527,TW0096,sms,151,2264.14,,03/01/2024 02:29,1,793.83,3g,FALSE
ffe3e826-87d1-4e84-b331-cda9ec4cf45f,CU001019,8061228842,TW0121,data,,3283.4,,23/06/2024 05:35,TRUE,131.1,4g,TRUE
1cd0c241-987a-4246-a1e1-0a5bf0d70017,CU000603,774583225,TW0046,voice,3548,3482.75,,27/06/2024 06:34,0,197.13,4g,FALSE
272c2b9e-561d-418b-86f9-1f45a6dc80e9,CU001276,9051982702,TW0134,Data,969,1976.92,-62,13/04/2024 17:16,N,25.83,4G,Yes
7e79b368-cb5b-443e-b99b-4b4e5a22055c,CU000549,8065254373,INVALID_TW9635,sms,3181,4032.4,-68,27/04/2024 13:34,N,232.3,3g,TRUE
1d4b77fd-8c7a-407a-84d9-f2b630cca1a1,,772606916,INVALID_TW9946,voice,3849,4707.21,-98,10/02/2024 04:15,No,180.68,2G,1
5c3b0581-84f6-404c-b358-7fcc5327fad9,CU001341,8032729886,TW0067,sms,1523,,-118,13/02/2024 12:21,No,159.28,3g,Yes
b9a1b45a-d67c-425c-b792-a804ffebcc3c,CU001257,8166625161,TW0082,voice,3455,3009.85,-44,16/06/2024 23:42,0,711.65,2G,Yes
a3794d96-cbc9-49ac-8996-aa56d3cd94dc,,779508004,TW0104,Voice,4179,1830.98,-41,15/03/2024 03:35,1,223.03,5G,TRUE
ed2ce97b-e751-40c7-9d8e-779e7b324b4a,CU001346,7083728725,TW0016,sms,5403,2119.51,-114,08/04/2024 20:51,N,617.89,2G,Yes
306d69d5-e378-4e32-9f72-5a150f5ea63c,CU001473,7023385745,TW0128,data,5688,1704.36,-88,16/02/2024 06:14,TRUE,867.17,4G,TRUE
4898dcdb-1c4f-4829-bb05-efd2790514e1,CU001421,9031122856,TW0050,SMS,5618,,-82,01/02/2024 21:35,No,546.39,3G,0
81e9ec25-ce4a-4979-99ae-ab0cfe287aa1,CU000996,8171107705,TW0058,voice,5042,4294.57,-112,13/03/2024 20:16,No,882.59,2G,No
08a62958-0571-496a-9cc4-9bfe638eba5f,CU000307,7049804078,TW0046,SMS,4761,4777.52,-60,27/06/2024 01:49,Y,520.71,4G,TRUE
bcb26eee-dfe9-46fd-9c68-654aed023428,CU000801,None,TW0054,data,4017,1313.55,-97,08/04/2024 01:58,1,131.49,4g,FALSE
edf65587-6fd9-402b-8723-2208c4f6590d,CU000424,None,TW0020,Data,250,1609.51,-93,14/06/2024 06:49,No,123.49,4g,Yes
f242bf49-f2fa-4767-ab94-c61b85a6f861,CU000688,8157324261,TW0038,data,3142,3603.38,-115,14/06/2024 11:46,FALSE,133.3,2G,No
651ed920-5dc0-463c-a265-c80f9c6dea7d,CU000324,8152557136,TW0082,voice,863,4115.82,-93,21/01/2024 03:13,FALSE,113.44,3G,1
42097d0f-0d96-450a-8f08-feafe3a56b92,CU000554,7081890053,TW0134,Data,,3351.75,-88,25/04/2024 17:33,No,600.62,3g,0
b0d99a33-5fde-4080-8d4e-d040b1c4d429,CU001187,8135339001,TW0013,Data,3891,2699.4,-47,14/03/2024 12:37,TRUE,571.09,4G,1
0f46f537-2b4e-40ec-b63b-7d785040e188,CU001159,8188527555,TW0034,Voice,5058,,-57,29/04/2024 07:13,Y,797.53,5G,No
2a24db78-3e86-4c7a-9d57-ab993ba67e14,CU000724,7022555745,TW0127,SMS,2519,3891.5,-31,24/04/2024 17:32,Yes,770.51,3g,TRUE
e386090f-138a-42c4-b444-49b6a1a0a2fb,CU000364,9054599637,TW0045,Data,,560.4,-79,18/03/2024 22:04,FALSE,388.87,4g,TRUE
54a6fad2-40ca-43a4-a63e-1883133630a2,CU000993,8173392875,TW0064,voice,,1157.37,-39,10/06/2024 01:19,0,634.82,3g,Yes
54a6fad2-40ca-43a4-a63e-1883133630a2,CU000993,8173392875,TW0064,voice,,1157.37,-39,10/06/2024 01:19,0,634.82,3g,Yes
f1516f0f-fb3a-4ae2-874d-5faf5031ccc6,CU000155,None,TW0006,Voice,2805,4814.2,-94,16/06/2024 02:58,Y,536.14,5G,No
98cc268d-3ea0-4bef-b04a-b0468d43c882,CU001250,9091018934,TW0076,sms,6685,3352.33,-94,08/02/2024 18:42,TRUE,687.8,5G,TRUE
e633d701-f11f-488b-8280-336d05ee0c9b,CU000962,8174539830,TW0029,SMS,465,3527.37,-91,08/06/2024 08:10,TRUE,508.17,4g,0
1e9df3d8-96e8-41ac-a2f7-bd437879c7bb,CU001279,9022312664,TW0068,voice,4679,3133.82,-35,24/04/2024 22:10,1,649.26,3G,FALSE
3b01bd07-f029-4241-b6a7-15ccb149829c,CU000826,None,TW0101,data,5289,100.46,-101,24/04/2024 12:05,Y,736.74,2G,FALSE
c6fa283a-5377-4132-81d7-55d17a04a12f,CU000145,8132015860,TW0134,Data,2776,,-70,13/02/2024 03:18,Y,315.1,3G,No
36a145d3-7496-46e3-8840-4195169df6a5,,7023502908,TW0066,SMS,,801.01,-70,09/04/2024 16:13,Yes,477.74,5G,0
6585e9fd-ef38-4123-acdf-66af51c78123,CU000380,9092222991,TW0121,voice,6105,1284.64,-81,26/06/2024 23:32,Y,975.19,3G,Yes
9b7871fc-7992-43f1-995e-c398c1db3467,CU001248,None,TW0142,Voice,6912,4953.15,-111,29/05/2024 02:46,Yes,912.95,4g,No
f9274ddf-ec3e-45ca-bbc9-0dd3ddd3fc84,,8063679416,TW0037,voice,4123,2603.17,-100,11/03/2024 17:47,No,69.56,3G,TRUE
ee0793f9-c8e1-47b5-8987-f2a44a9e8e50,CU001494,8099289149,TW0033,Voice,3449,1496.92,-120,30/01/2024 12:08,TRUE,400.03,3G,0
a847af73-9497-40dd-af3d-ee3c6cfad5d7,CU000678,9096654177,TW0121,Data,5648,1008.33,-92,03/04/2024 07:45,No,838.93,4G,FALSE
a6345610-50eb-4d97-80f1-057920ba719a,CU000118,None,TW0087,Voice,2588,3733.11,-69,13/06/2024 06:37,FALSE,336.88,4g,0
5e074a27-74a0-47ff-944b-8795638c25c1,CU000115,9027722274,TW0096,SMS,879,3744.91,-35,12/01/2024 16:38,No,888.59,3g,1
e45c8d10-1cbd-4467-8e42-ab9c49980a7f,CU000750,2.34814E+12,TW0124,voice,5535,3493.42,-109,18/01/2024 18:12,N,700.93,3G,TRUE
573aa2f1-aaf4-4d5b-9196-4bf01c3a61b1,CU000954,7081773264,TW0111,voice,6360,1705.85,-112,28/01/2024 21:03,N,511.39,5G,No
4dbe462c-97fa-46dc-ae81-0a5632a3ed57,,80880247,TW0020,Voice,5101,479.65,-40,30/04/2024 22:08,N,202.31,2G,1
ecfef369-58a5-4a35-8c28-71b94343e37f,CU000764,8173443079,TW0150,Data,6597,2376.1,-37,10/04/2024 09:53,TRUE,667.84,4g,Yes
ee6f93ed-3a8d-4034-bb51-1f26a62c791e,CU000725,80174730,TW0120,sms,6033,3608.61,-95,21/05/2024 11:59,FALSE,188.11,2G,FALSE
7a87a141-4638-4f91-b259-e4c3bec875ff,CU000825,8178050591,TW0042,sms,739,3158.51,-43,07/05/2024 13:18,N,109.37,2G,0
d5556a11-6d16-42a6-aeb5-eb5caada4bcb,CU001190,8010776989,TW0059,SMS,5190,3194.08,-40,29/03/2024 13:03,FALSE,34.84,2G,No
041d2f6c-7dc6-4a77-a312-8cd209203e78,CU001272,8036599221,TW0111,SMS,3935,3878.2,-56,27/06/2024 16:11,0,420.41,4g,TRUE
b6ae219f-645a-4c88-bae9-54f6fd166fa8,CU001140,8067672274,TW0012,Voice,,2293.33,-66,29/05/2024 06:43,Yes,685.75,4G,TRUE
65bfa882-5343-4d14-be0c-297f436a6db8,INVALID_CU989893,7016004139,,Data,345,91936,-70,29/03/2024 12:34,No,618.56,3G,FALSE
638497e5-42cf-408f-885c-afda3719d122,INVALID_CU950445,7029997668,TW0014,Voice,2838,3119.84,-63,19/03/2024 09:09,Y,999.57,4g,No
24c89e14-5458-4276-8e21-c027ba5d6b9e,INVALID_CU994953,771659573,TW0128,Voice,4300,3210.1,0,20/06/2024 07:02,Y,696.47,4g,FALSE
712984f5-620c-4691-830c-9d653d518daf,CU001105,8132678642,TW0094,voice,-3044,3608.87,-67,01/04/2024 01:34,FALSE,684.86,3G,TRUE
5725f9fb-fd06-4c1f-ae90-c14310631d7d,CU001170,9033798423,INVALID_TW9714,data,6802,2868.12,-96,16/03/2024 14:19,N,566.42,4G,FALSE
e7edef71-4199-40fd-ae17-b23c65287090,CU000957,9031735592,TW0029,sms,3085,1927.56,,11/04/2024 21:54,N,809.96,2G,TRUE
c663f2c0-c960-4932-9508-67bd808bf864,CU001029,9069390481,TW0027,sms,4556,1892.44,,26/06/2024 00:17,FALSE,394.65,5G,FALSE
876e2225-88b9-4a74-99e9-9617507ef5df,INVALID_CU916920,None,TW0063,voice,271,2806.71,-76,10/02/2024 05:17,1,510.63,4G,0
0e19e8ad-8ef9-4884-bf28-49a5a609e881,CU000112,9099337336,TW0133,data,5543,4025.4,-43,09/06/2024 00:45,Y,432.12,2G,Yes
9ccb06ff-38b3-4b37-a295-6dc2cb803599,CU001211,8064680466,TW0033,Data,3153,1387.23,-112,21/05/2024 02:50,N,170.46,4G,No
7733ed9d-afd1-4988-8cec-3c44369b6eb1,CU000114,9029741858,TW0020,sms,313,569.32,-55,01/01/2024 08:09,TRUE,888.7,3g,Yes
32fb8b75-1c8b-49b8-9ed3-345df32b61d4,CU000767,None,TW0111,voice,2588,2462.48,-59,16/06/2024 02:57,FALSE,728.5,3G,TRUE
63eb1799-dd06-43f7-bd03-59785b50715b,CU000883,7021830449,,SMS,3136,1931.18,-97,07/05/2024 00:35,1,18.69,4g,TRUE
5110ae51-5d9b-4e7e-8789-9b798f83103d,,7083574192,TW0032,SMS,,4216.3,,24/01/2024 18:29,N,816.44,4g,No
2b6195d2-9fd4-47b8-be3f-5afe480e47cd,CU000476,7087831747,TW0011,Data,5493,4482.72,-120,04/01/2024 01:38,N,529.87,4G,FALSE
07c8b6a6-1aea-43d9-8369-4f28443dc3cf,CU001073,7029070367,TW0017,data,2526,1128.92,-62,09/06/2024 05:42,0,260.2,2G,FALSE
7bece05e-6a68-46e3-8350-033b901669a8,CU000679,8068454637,TW0130,Data,76,3031.6,-107,23/04/2024 20:50,Y,287.42,5G,0
7bece05e-6a68-46e3-8350-033b901669a8,CU000679,8068454637,TW0130,Data,76,3031.6,-107,23/04/2024 20:50,Y,287.42,5G,0
f10e7fa0-ed6a-46fe-b431-d650a95329d6,CU000694,8091530933,TW0035,Data,7079,2492.12,-55,20/05/2024 22:07,FALSE,793.1,3G,TRUE
a2a31f07-c5ce-4898-9afe-f0e1cc71c09a,CU000584,None,TW0123,Voice,6293,,,27/06/2024 08:57,No,115.99,3g,No
1c16e94a-2a50-4ffd-b1cb-d95e1e2e96e9,CU000052,8097500935,TW0047,Data,3487,4013.88,-106,02/05/2024 13:53,N,119.35,3G,TRUE
f7342129-7aae-4fc1-ae3a-1057c05a02a3,CU000999,8185605983,TW0076,Data,5632,3851.95,-96,28/03/2024 23:52,FALSE,235.72,3G,TRUE
4829c8de-a8c4-49df-bc47-01d23a108fdd,CU000403,9094737971,TW0096,voice,1502,2834.8,-105,17/04/2024 01:19,N,856.15,4g,1
adc01bbe-19ba-44f3-9910-4b8dc44ef41d,CU000770,None,TW0120,Data,3485,1409.3,-93,02/06/2024 23:23,Yes,930.23,4G,TRUE
b8ce0968-5194-49ec-811f-00836cd32435,CU000444,9069660305,TW0077,SMS,1546,1161.06,-50,08/01/2024 06:46,1,35.79,2G,Yes
b7b95196-cfd4-44b2-8cee-0c82dfd9c08a,,8065266371,TW0088,data,4398,615.45,-111,19/05/2024 13:43,TRUE,690.25,4g,Yes
aa6b5073-4969-4940-8b7c-d8c237f29691,CU000155,8154232187,INVALID_TW9988,Data,2542,3220.37,,31/03/2024 07:11,No,354.63,3G,FALSE
55bd1a01-14f7-40f3-8f0b-d3fff8d43473,CU000377,7055728628,TW0002,sms,1202,3638.05,,26/05/2024 00:52,No,74.2,3G,No
005492d6-3186-42fc-bb32-6a86aa3df917,CU000180,9023380969,,Data,7104,2098.26,-78,06/04/2024 14:25,No,726.12,3G,Yes
97956b47-8194-48c5-8e81-7af1babdaf79,CU000319,None,TW0071,Voice,2119,1029.05,-59,23/02/2024 04:15,1,365.97,3g,0
e7ba0f5b-f69e-4ccf-8c42-4b22bfe4ae43,CU001289,7043339768,TW0033,Voice,4857,3760.1,-103,30/05/2024 09:24,Y,826.19,3g,FALSE
38e0e8c6-191a-42a2-9a95-e94dfbe578d2,CU000483,7042298454,TW0067,data,3889,4626.32,-110,06/03/2024 21:34,Yes,458.2,5G,No
e70f9e4f-4ebe-4a6e-b180-fe50249d2dda,CU001183,8163221959,TW0079,Data,-374,1903,,22/05/2024 09:32,Y,335.15,2G,1
33b8f4db-c8e2-4877-adec-a818dbd796b8,CU001224,8152027269,,SMS,3095,,-61,02/04/2024 22:20,1,612.37,4G,TRUE
c9259b4a-bdf8-43df-90ab-ee349eb57630,,8185953905,TW0124,SMS,,491.21,-62,04/02/2024 02:43,No,463.22,3g,1
ed721751-b9a3-42c2-bd4b-72e3385d7687,CU000306,8163093662,TW0062,sms,5877,1129.48,-39,24/02/2024 06:47,No,907.72,3G,Yes
d7b5c376-0fc8-44ae-a592-d3bd5dcb4203,CU001267,7055663582,TW0082,SMS,,526.88,-67,14/01/2024 12:46,Y,851.11,3g,TRUE
f7e89747-800e-4935-8acd-199440d59f4b,CU001414,7023337324,TW0040,Data,7099,2894.96,,25/03/2024 13:12,No,520.58,4G,Yes
40d070e2-04a1-42ed-b894-095641a05f81,CU001236,None,TW0047,voice,1957,4231.62,,15/04/2024 03:52,0,276.45,2G,FALSE
0cb4da67-b435-4b6a-a139-0d18e3a623d2,CU000255,8020135587,TW0126,Voice,1453,2947.39,,21/02/2024 11:19,TRUE,628.06,3g,Yes
d6cdc5ca-3612-4967-8800-3d266fddb233,CU001300,8091139955,,data,168,2054.05,-95,20/03/2024 23:36,Yes,358.79,3g,Yes
64c4ef40-b5be-4482-bd63-af4de90b446c,CU001230,8135393118,,sms,6423,3490.29,-115,22/05/2024 17:01,TRUE,947.15,3g,No
9e0e6a45-cb56-4fdd-a579-27987e08fc74,CU001171,8061173682,TW0133,SMS,4521,2264.43,,08/04/2024 17:13,FALSE,663.83,5G,FALSE
b25d335e-d5ed-44dd-b400-b7f87063e9a5,CU000552,7057732424,TW0012,Data,2497,2979.63,-41,12/05/2024 15:11,TRUE,90.36,4G,FALSE
9b276e59-7dfd-4362-a3ca-8153518cbb54,CU000313,7057609338,TW0073,voice,,4199.69,-119,29/01/2024 11:20,No,363.47,2G,Yes
7bdb87a0-8836-4c74-884e-7d0202f6a048,CU000772,9036572108,TW0120,Data,751,1930.97,-83,19/03/2024 16:02,1,644.23,5G,Yes
c227ccc5-2fd1-4d2d-acb3-061ff2cced9c,CU000977,7053320915,TW0083,sms,4309,,-73,08/02/2024 14:11,Y,344.06,3G,FALSE
da28f020-ead8-4c21-baab-0205bd7368fe,CU001120,None,TW0050,SMS,607,126.1,,07/01/2024 12:56,No,669.8,4G,No
725badd1-766b-4c27-94dd-a60848489810,CU001499,9062290546,TW0029,data,4106,,-98,04/05/2024 09:55,FALSE,202.59,5G,TRUE
0ad43fdc-a5e1-47fb-a11a-60795cacbe83,CU001205,9099130270,TW0135,SMS,4126,4503.53,-111,11/06/2024 11:41,No,3.19,5G,FALSE
b742ccf1-9b66-47f8-8784-099c16120277,CU001068,772682926,,sms,1816,2569.84,-99,31/05/2024 09:52,0,805.94,4G,No
1ce975b2-00fe-4c31-a75c-95b30c470b53,,8133179439,TW0111,Data,807,351.69,-104,12/02/2024 17:04,0,425.64,3g,1
36cee9e2-0f1a-4835-ad74-0dbb9f92bff0,CU000355,7083728725,TW0131,data,1942,505.6,,25/03/2024 02:30,FALSE,55.92,2G,0
bab84c0d-fb72-4813-931a-f34974cdc5bf,CU000985,8073779384,TW0121,Data,4187,393.7,-92,22/04/2024 03:28,0,757.68,3G,TRUE
1d8cae26-9d51-4802-abd7-f6bba209e20b,CU000933,773396435,TW0068,Data,3675,4792.04,-48,19/01/2024 14:09,Y,250.55,2G,FALSE
370229e8-ad84-43d1-b137-b83244b9fbd9,CU000623,8095316157,TW0123,sms,6888,4841.57,-104,04/06/2024 09:50,FALSE,547.24,2G,Yes
